codec,generator,label,language,license,path,source_id,speaker_id,split,condition,condition_detail
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6259225.wav,LA_E_6259225,LA_0034,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6259225.wav,LA_E_6259225,LA_0034,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6259225.wav,LA_E_6259225,LA_0034,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6259225.wav,LA_E_6259225,LA_0034,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6259225.wav,LA_E_6259225,LA_0034,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9415862.wav,LA_E_9415862,LA_0014,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9415862.wav,LA_E_9415862,LA_0014,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9415862.wav,LA_E_9415862,LA_0014,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9415862.wav,LA_E_9415862,LA_0014,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9415862.wav,LA_E_9415862,LA_0014,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9415862.wav,LA_E_9415862,LA_0014,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3791948.wav,LA_E_3791948,LA_0017,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3791948.wav,LA_E_3791948,LA_0017,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3791948.wav,LA_E_3791948,LA_0017,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3791948.wav,LA_E_3791948,LA_0017,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3791948.wav,LA_E_3791948,LA_0017,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3791948.wav,LA_E_3791948,LA_0017,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_2251526.wav,LA_E_2251526,LA_0020,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_2251526.wav,LA_E_2251526,LA_0020,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_2251526.wav,LA_E_2251526,LA_0020,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_2251526.wav,LA_E_2251526,LA_0020,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_2251526.wav,LA_E_2251526,LA_0020,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_2251526.wav,LA_E_2251526,LA_0020,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9941644.wav,LA_E_9941644,LA_0043,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9941644.wav,LA_E_9941644,LA_0043,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9941644.wav,LA_E_9941644,LA_0043,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9941644.wav,LA_E_9941644,LA_0043,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9941644.wav,LA_E_9941644,LA_0043,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9941644.wav,LA_E_9941644,LA_0043,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7253858.wav,LA_E_7253858,LA_0039,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7253858.wav,LA_E_7253858,LA_0039,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7253858.wav,LA_E_7253858,LA_0039,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7253858.wav,LA_E_7253858,LA_0039,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7253858.wav,LA_E_7253858,LA_0039,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7253858.wav,LA_E_7253858,LA_0039,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_6862434.wav,LA_E_6862434,LA_0023,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_6862434.wav,LA_E_6862434,LA_0023,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_6862434.wav,LA_E_6862434,LA_0023,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_6862434.wav,LA_E_6862434,LA_0023,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_6862434.wav,LA_E_6862434,LA_0023,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_6862434.wav,LA_E_6862434,LA_0023,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7200211.wav,LA_E_7200211,LA_0042,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7200211.wav,LA_E_7200211,LA_0042,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7200211.wav,LA_E_7200211,LA_0042,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7200211.wav,LA_E_7200211,LA_0042,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7200211.wav,LA_E_7200211,LA_0042,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7200211.wav,LA_E_7200211,LA_0042,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3924689.wav,LA_E_3924689,LA_0051,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3924689.wav,LA_E_3924689,LA_0051,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3924689.wav,LA_E_3924689,LA_0051,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3924689.wav,LA_E_3924689,LA_0051,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3924689.wav,LA_E_3924689,LA_0051,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3924689.wav,LA_E_3924689,LA_0051,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3721488.wav,LA_E_3721488,LA_0012,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3721488.wav,LA_E_3721488,LA_0012,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3721488.wav,LA_E_3721488,LA_0012,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3721488.wav,LA_E_3721488,LA_0012,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3721488.wav,LA_E_3721488,LA_0012,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3721488.wav,LA_E_3721488,LA_0012,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_5369873.wav,LA_E_5369873,LA_0012,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_5369873.wav,LA_E_5369873,LA_0012,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_5369873.wav,LA_E_5369873,LA_0012,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_5369873.wav,LA_E_5369873,LA_0012,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_5369873.wav,LA_E_5369873,LA_0012,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_5369873.wav,LA_E_5369873,LA_0012,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7359455.wav,LA_E_7359455,LA_0013,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7359455.wav,LA_E_7359455,LA_0013,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7359455.wav,LA_E_7359455,LA_0013,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7359455.wav,LA_E_7359455,LA_0013,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7359455.wav,LA_E_7359455,LA_0013,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7359455.wav,LA_E_7359455,LA_0013,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3200530.wav,LA_E_3200530,LA_0035,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3200530.wav,LA_E_3200530,LA_0035,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3200530.wav,LA_E_3200530,LA_0035,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3200530.wav,LA_E_3200530,LA_0035,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3200530.wav,LA_E_3200530,LA_0035,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3200530.wav,LA_E_3200530,LA_0035,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4458230.wav,LA_E_4458230,LA_0010,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4458230.wav,LA_E_4458230,LA_0010,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4458230.wav,LA_E_4458230,LA_0010,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4458230.wav,LA_E_4458230,LA_0010,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4458230.wav,LA_E_4458230,LA_0010,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4458230.wav,LA_E_4458230,LA_0010,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_8691227.wav,LA_E_8691227,LA_0032,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_8691227.wav,LA_E_8691227,LA_0032,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_8691227.wav,LA_E_8691227,LA_0032,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_8691227.wav,LA_E_8691227,LA_0032,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_8691227.wav,LA_E_8691227,LA_0032,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_8691227.wav,LA_E_8691227,LA_0032,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_2221290.wav,LA_E_2221290,LA_0042,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_2221290.wav,LA_E_2221290,LA_0042,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_2221290.wav,LA_E_2221290,LA_0042,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_2221290.wav,LA_E_2221290,LA_0042,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_2221290.wav,LA_E_2221290,LA_0042,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_2221290.wav,LA_E_2221290,LA_0042,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3372021.wav,LA_E_3372021,LA_0014,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3372021.wav,LA_E_3372021,LA_0014,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3372021.wav,LA_E_3372021,LA_0014,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3372021.wav,LA_E_3372021,LA_0014,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3372021.wav,LA_E_3372021,LA_0014,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3372021.wav,LA_E_3372021,LA_0014,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3987562.wav,LA_E_3987562,LA_0043,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3987562.wav,LA_E_3987562,LA_0043,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3987562.wav,LA_E_3987562,LA_0043,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3987562.wav,LA_E_3987562,LA_0043,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3987562.wav,LA_E_3987562,LA_0043,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3987562.wav,LA_E_3987562,LA_0043,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7738934.wav,LA_E_7738934,LA_0026,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7738934.wav,LA_E_7738934,LA_0026,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7738934.wav,LA_E_7738934,LA_0026,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7738934.wav,LA_E_7738934,LA_0026,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7738934.wav,LA_E_7738934,LA_0026,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7738934.wav,LA_E_7738934,LA_0026,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_7171505.wav,LA_E_7171505,LA_0009,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_7171505.wav,LA_E_7171505,LA_0009,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_7171505.wav,LA_E_7171505,LA_0009,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_7171505.wav,LA_E_7171505,LA_0009,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_7171505.wav,LA_E_7171505,LA_0009,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_7171505.wav,LA_E_7171505,LA_0009,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_3467949.wav,LA_E_3467949,LA_0045,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_3467949.wav,LA_E_3467949,LA_0045,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_3467949.wav,LA_E_3467949,LA_0045,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_3467949.wav,LA_E_3467949,LA_0045,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_3467949.wav,LA_E_3467949,LA_0045,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_3467949.wav,LA_E_3467949,LA_0045,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_9365630.wav,LA_E_9365630,LA_0003,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_9365630.wav,LA_E_9365630,LA_0003,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_9365630.wav,LA_E_9365630,LA_0003,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_9365630.wav,LA_E_9365630,LA_0003,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_9365630.wav,LA_E_9365630,LA_0003,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_9365630.wav,LA_E_9365630,LA_0003,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4992880.wav,LA_E_4992880,LA_0007,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4992880.wav,LA_E_4992880,LA_0007,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4992880.wav,LA_E_4992880,LA_0007,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4992880.wav,LA_E_4992880,LA_0007,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4992880.wav,LA_E_4992880,LA_0007,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4992880.wav,LA_E_4992880,LA_0007,test,noise_10db,noise 10 dB SNR
clean,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/clean/LA_E_4200126.wav,LA_E_4200126,LA_0009,test,clean,unmodified
opus_16k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_16k/LA_E_4200126.wav,LA_E_4200126,LA_0009,test,opus_16k,opus@16k
opus_32k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/opus_32k/LA_E_4200126.wav,LA_E_4200126,LA_0009,test,opus_32k,opus@32k
g711_ulaw,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/g711_ulaw/LA_E_4200126.wav,LA_E_4200126,LA_0009,test,g711_ulaw,g711_ulaw
narrowband_8k,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/narrowband_8k/LA_E_4200126.wav,LA_E_4200126,LA_0009,test,narrowband_8k,narrowband
noise_10db,bonafide,0,en,ASVspoof-corpus-terms,/media/storage/moonlab/strive-data/degraded/noise_10db/LA_E_4200126.wav,LA_E_4200126,LA_0009,test,noise_10db,noise 10 dB SNR
